SCANNED TRANSCRIPT MANIFEST
============================================================
FORMAT: filename | source | [categories] | summary
2026-05-25_Grow_Your_Business_Using_Virtual_Summits.txt | dan_martell | [B+C+D] | Virtual summits are multi-function growth engines: credibility builders, audience builders, and revenue generators that work through speaker leverage, qualified promotion, and aligned upsell offers (5x ticket price), making them ideal for launching new ODIN portfolio businesses with presell validation.
2026-05-25_Hiring_a_Lawyer_For_Your_Business.txt | dan_martell | [B+C+D] | Upgrade your legal partner when your business complexity outgrows their expertise; use budget feedback loops to prevent scope creep; avoid referral conflicts of interest by seeking unbiased recommendations.
2026-05-25_Helping_Leaders_Get_Feedback_&_Grow_Faster_with_Claire_@_KnowYourTeam.com_-_Escape_Velocity_Show_#20.txt | dan_martell | [B+C+D] | Stay true to your own definition of success rather than copying founder archetypes; Know Your Team proves that a lean, profitable business serving a specific pain point can scale globally without venture capital or founder heroics.
2026-05-25_How_A.I._Will_Change_The_SaaS_Landscape_with_Martin_Cloake_@_Raven.ai.txt | dan_martell | [A+B+C+D] | The real value of data and automation is not in knowing what happened, but in guiding people and systems to act on that knowledge with simple, clear instructions—and Raven AI's manufacturing playbook (collect data + ask smart questions + provide tweet-sized guidance) is a replicable model for ODIN.
2026-05-25_Hiring_a_Lawyer_For_Your_Business.txt | dan_martell | [A+B+C+D] | Upgrade legal partners as business grows; use referrals over relationships; build cost-control feedback loops into professional services to prevent runaway fees across a multi-business portfolio.
2026-05-25_How_Billionaires_Get_Rich_(and_how_you_can_too).txt | dan_martell | [A+C+D] | Billionaires replace themselves out of doing through delegation systems and portfolio thinking; most entrepreneurs stall at the 'pain line' because they won't grow into discomfort—success requires building frameworks that eliminate founder bottlenecks and self-worth alignment that justifies time freedom.
2026-05-25_How_A.I._Will_Change_The_SaaS_Landscape_with_Martin_Cloake_@_Raven.ai.txt | dan_martell | [A+B+C+D] | Data alone has no value—only decisions and actions matter. Build automation systems that capture truth, surface exceptions to humans with crystal-clear guidance, and close the loop with feedback.
2026-05-25_How_Billionaires_Think_About_Business.txt | dan_martell | [A+B+C+D] | Billionaire-level thinking leverages four C's—Code, Capital, Content, Collaboration—to multiply output without proportional time; prioritize product quality and strategic pauses over growth speed; and surround yourself with world-class mentors who model how to think differently.
2026-05-25_How_Billionaires_Get_Rich_(and_how_you_can_too).txt | dan_martell | [A+C+D] | Billionaire wealth comes from replacing yourself through systems and delegation (the Replacement Ladder), not from working harder—but only if you build systems before you hit the Pain Line of complexity, and only if you genuinely believe you deserve that level of freedom.
2026-05-25_How_CEOs_Buy_Back_Their_Time.txt | dan_martell | [A+B+C+D] | Cap your direct reports to 5-7, teach them to think before asking you, batch energy by activity type, and ensure bought-back time gets reinvested in skills and new products — this is how CEOs build scalable businesses without becoming the bottleneck.
2026-05-25_How_Billionaires_Think_About_Business.txt | dan_martell | [A+C+D] | Leverage (Code, Capital, Content, Collaboration) is how billionaires scale without time—product quality gates everything else—and proximity to smart mentors fundamentally reshapes how founders think about business growth.
2026-05-25_How_CEOs_Buy_Back_Their_Time.txt | dan_martell | [A+B+C+D] | CEOs buy back time through delegation and capped direct reports, but must fill the newfound time with strategic investments and vision-aligned calendar outcomes—otherwise they experience productivity guilt and miss scaling opportunities.
2026-05-25_How_CEOs_Manage_Their_Inbox.txt | dan_martell | [A+B+C+D] | Implement a 7-folder email routing system with a daily 5-item admin review to delegate inbox management completely, freeing the founder to focus on high-leverage decisions only—this is the foundational ops model you can build into ODIN and replicate across all portfolio businesses.
2026-05-25_How_CEOs_Manage_Their_Inbox.txt | dan_martell | [A+B+C+D] | To scale from founder-dependent to founder-optional, build a 7-folder email routing system + 15-minute daily admin review, and enforce a hard rule: never touch an email the system hasn't pre-screened — this is how top 1% performers and billionaires like Branson actually operate.
2026-05-25_How_CEOs_Schedule_Their_Day.txt | dan_martell | [A+B+C+D] | CEOs multiply output by designing their calendar around energy, protecting the first 90 minutes for the leading domino, batching similar tasks to avoid context-switching penalties, and layering activities (net time) to do two things simultaneously—a framework Brock should embed into ODIN so all his businesses (and Katelyn's future ones) inherit this discipline.
2026-05-25_How_CEOs_Schedule_Their_Day.txt | dan_martell | [A+B+D] | CEOs maximize output and protect life by architecting every 15-90min calendar block around energy, batching similar work, eliminating white space, and stacking outcomes per time unit — not by working longer hours.
2026-05-25_How_Elon_Musk_Runs_His_Businesses.txt | dan_martell | [A+B+C+D] | Elon's business success stems from vector alignment (teams pulling the same direction) and first principles thinking (removing constraints instead of automating existing processes), both applicable to ODIN's multi-spoke automation design and Brock's new business launches.
2026-05-25_How_Elon_Musk_Runs_His_Businesses.txt | dan_martell | [A+B+C+D] | Elon's competitive advantage isn't raw intelligence—it's vector alignment (forcing coherent direction across all teams/systems) and first-principles problem-solving (deconstructing cost structures and constraints to find non-obvious solutions). For ODIN, this means: audit agent/workflow alignment to a single KPI per business, and when bottlenecks appear, deconstruct them before hiring or adding complexity.
2026-05-25_How_I_Built_a_$100M_Business_that_Never_Loses_Customers.txt | dan_martell | [A+B+C] | Retention beats acquisition: plug the leak (churn) before pouring more water in (customer adds). Build automated cancellation capture systems and shorten time-to-first-value to 2-3 clicks—ODIN can operationalize both for every business Brock and Katelyn launch.
2026-05-25_How_I_Got_Abs_in_90_Days_(Using_Principles).txt | dan_martell | [D] | Environment design and measurement discipline beat willpower; apply constraint-based decision-making and daily tracking to business operations and focus management.
2026-05-25_How_I_Built_a_$100M_Business_that_Never_Loses_Customers.txt | dan_martell | [A+B+C+D] | Churn is a leaky bucket; plugging the hole through automated cancellation capture, rapid time-to-first-value, and strategic downgrades is more profitable than acquisition alone.
2026-05-25_How_I_Got_Abs_in_90_Days_(Using_Principles).txt | dan_martell | [D] | Environment and systems beat willpower; measurement enables management; deliberate pauses prevent impulse decisions—principles applicable to business automation and founder decision-making as much as fitness.
2026-05-25_How_I_Made_$3M+_Using_Instagram_DMs.txt | dan_martell | [B+C+D] | Personal brand + character authenticity + DM-based qualification framework = $3M/7mo sales without ads; systematize via ODIN to replicate across multiple businesses.
2026-05-25_How_I_Made_$3M+_Using_Instagram_DMs.txt | dan_martell | [B+C+D] | Build a $3M+ business through Instagram DMs by combining authentic personal branding (Character Diamond), systematic lead generation (Opener Framework), and rigorous prospect qualification (4-step diagnostic) — no ads, funnels, or sales calls required.
2026-05-25_How_millionaires_run_their_family.txt | dan_martell | [A+B+D] | Apply the same structured synchronization rituals you use in business (weekly syncs with 5-point agenda, quarterly retreats, scorecards) to your family and marriage to prevent drift and create alignment in high-growth, multi-spoke portfolios.
2026-05-25_How_Much_is_Your_Startup_Worth.txt | dan_martell | [B+C] | Valuation for early-stage companies is set by four factors: 409A legal floor, geographic market norms, competitive investor process, and strong thesis—with competitive bidding being the primary lever to increase valuation above market baseline.
2026-05-25_How_Selling_My_Business_Almost_Klled_Me.txt | dan_martell | [D] | Selling a business almost killed Dan Martell because he had fused his identity with his company—the solution is disconnecting self-worth from business outcomes, investing relentlessly in yourself as the constant, and preparing for the identity crisis that success can trigger.
2026-05-25_How_millionaires_run_their_family.txt | dan_martell | [A+B+C+D] | Run your family and business portfolio with the same structured rhythms (weekly syncs, quarterly retreats, scorecards, calendar visibility) that scale enterprises — it's the synchronization mechanism that prevents founder burnout and partner misalignment across multiple concurrent businesses.
2026-05-25_How_Much_is_Your_Startup_Worth.txt | dan_martell | [B+D] | Startup valuation is determined by 409A law floors, geographic market norms, and competitive investor processes — the latter being the primary lever to increase valuation when founders lack institutional investor density.
2026-05-25_How_The_Rich_Make_Decisions.txt | dan_martell | [A+B+D] | Classify decisions as Type 1 (one-way, irreversible) or Type 2 (reversible) and apply appropriate speed—slow rigor for Type 1, fast decisiveness for Type 2—to avoid the handbrake of perfectionism that kills momentum in multi-business operations.
2026-05-25_How_Selling_My_Business_Almost_Klled_Me.txt | dan_martell | [D] | Your identity and self-worth must be disconnected from business outcomes; otherwise, even major exits cause psychological collapse—protect this by investing in yourself as the constant, not the business.
2026-05-25_How_the_Rich_Think_About_Business.txt | dan_martell | [B+D] | Motivation and how you show up trump knowledge; real stakes (team dependency) force the urgency needed to solve hard problems like cash flow, which kills more businesses than lack of ideas.
2026-05-25_How_The_Rich_Make_Decisions.txt | dan_martell | [A+B+C+D] | Classify decisions as Type 1 (irreversible, slow) or Type 2 (reversible, fast), delegate Type 2s to your team/systems, and stop letting false fear and past trauma paralyze you on decisions you can actually recover from.
2026-05-25_How_the_Wealthy_Grow_Their_Business.txt | dan_martell | [A+B+C+D] | Build an empire (automated, multi-business, location-independent, founder-optional) using the Buy-Back Loop, not a lifestyle business—because scaling doesn't have to hurt if you systematically remove yourself from it.
2026-05-25_How_the_Rich_Think_About_Business.txt | dan_martell | [B+D] | Motivation beats knowledge and network; cash flow timing and working capital management are survival mechanics for scaling service businesses; high personal stakes force execution discipline.
2026-05-25_How_to_ACTUALLY_Build_a_$1M_Business_in_90_Days.txt | dan_martell | [A+B+C+D] | Build a $1M business in 90 days by managing energy (not time), designing a fixed calendar, raising prices 30%+, and turning off reactive work—then use warm outreach to convert your existing network before cold scaling.
2026-05-25_How_the_Wealthy_Grow_Their_Business.txt | dan_martell | [A+B+C+D] | Build a business empire designed to run without you by systematically applying the Buy-Back Loop (audit, transfer, fill, repeat), not a single business you'll exit from—and live the lifestyle you want now, not in retirement.
2026-05-25_How_to_Actually_Make_Money_Online_in_2026_(Copy_Me).txt | dan_martell | [B+C+D] | The two-engine business model (attract buyers via content + convert via offers) generates scalable income for beginners without large audiences; success requires deep buyer empathy, systematic PSL content, and solving proportionately large problems—applicable to Valdr Ops, PartSync, and Katelyn's upcoming businesses via ODIN.
2026-05-25_How_to_ACTUALLY_Build_a_$1M_Business_in_90_Days.txt | dan_martell | [A+B+C+D] | Build a $1M business in 90 days by managing energy (not time), designing a perfect calendar, raising prices to fund growth, and initiating direct outreach — then systematize the entire operation into your business engine.
2026-05-25_How_to_Actually_Use_AI_in_2026.txt | dan_martell | [A+B+C+D] | Don't automate broken processes, chase trends, or outsource judgment to AI. Instead, validate manually, keep humans in the loop at relationship touchpoints, and use AI as a research/execution co-pilot while you stay the director.
2026-05-25_How_to_Actually_Make_Money_Online_in_2026_(Copy_Me).txt | dan_martell | [B+C+D] | Build scalable income online by mastering two engines: the Magnet (attract your perfect buyer via content and audience) and the Money (create a clear offer they can't refuse), starting with a problem you've already solved for someone like yourself.
2026-05-25_How_to_Actually_Use_AI_in_2026.txt | dan_martell | [A+B+C+D] | AI should augment your team and accelerate proven processes, not replace people, automate broken workflows, or make your strategic decisions—you need human judgment, customer intimacy, and visionary thinking.
2026-05-25_How_To_Attract_The_Perfect_Investor_To_Your_SaaS_Business.txt | dan_martell | [A+B+C+D] | To attract quality investors and scale multiple ventures, separate your time and teams by business unit, validate ideas through presold customer demand, and craft a narrative that shows how domain expertise + market feedback led to your solution.
2026-05-25_How_To_Apply_Strategic_Vs._Tactical_Thinking_In_Your_Business.txt | dan_martell | [A+B+C+D] | Strategy is sequencing the right actions in the right order toward a clearly defined end goal; tactics is executing those actions well—most founders skip the sequencing step and fail to compound growth.
2026-05-25_How_To_Attract_The_Perfect_Investor_To_Your_SaaS_Business.txt | dan_martell | [A+B+C+D] | Use theme days to manage multiple businesses simultaneously, keep high-margin service clients on maintenance mode, validate new business ideas through market presell before building, and hire for startup mentality rather than continuity.
2026-05-25_How_To_Become_Unbreakable_As_An_Entrepreneur.txt | dan_martell | [D] | Entrepreneurial resilience comes from reframing present challenges as evidence of past goal achievement, committing to a single path without backup plans, and recognizing that struggle is the price of ascending to higher business levels.
2026-05-25_How_To_Automate_And_Streamline_Your_Startup's_Growth.txt | dan_martell | [A+B+C+D] | Document processes via time audits and recordings, outsource SOP drafting, then delegate with recordings as training—this 5-step automation framework breaks the $300k founder ceiling and scales any business without the founder's ongoing involvement.
2026-05-25_How_to_be_More_Disciplined_Than_99.9%_of_People.txt | dan_martell | [D] | Discipline isn't weakness—it's a learnable system. Build it via the Discipline Triangle (Pain + Purpose + Proof), where purpose multiplies through people you love, proof accumulates through daily receipts, and pain becomes fuel when connected to bigger why.
2026-05-25_How_To_Become_Unbreakable_As_An_Entrepreneur.txt | dan_martell | [D] | Challenges you face today are yesterday's dreams come true; reframe them as gifts that build the character needed for the next level. Commitment without backup plans and extreme persistence through constraints—not avoiding constraints—is what builds billion-dollar outcomes.
2026-05-25_How_to_Be_So_Productive_it_Feels_ILLEGAL.txt | dan_martell | [A+B+C+D] | Focus is a designed filter (not a muscle), built through environmental triggers and ruthless subtraction of low-value/energy-draining activities—and top performers attack the hardest problem first, never consuming input before creating output.
2026-05-25_How_to_be_More_Disciplined_Than_99.9%_of_People.txt | dan_martell | [D] | Discipline isn't willpower—it's a system of Pain (chosen discomfort) + Purpose (beyond yourself) + Proof (daily receipts of follow-through). Master all three to sustain the grind of multi-business building.
2026-05-25_How_to_Be_So_Productive_That_It_Makes_You_Dangerous.txt | dan_martell | [A+B+C+D] | Real productivity is doing less while achieving 10x more through ruthless prioritization, time protection, delegation, and AI leverage—paired with a winning morning routine that compounds daily.
2026-05-25_How_to_Be_So_Productive_it_Feels_ILLEGAL.txt | dan_martell | [A+B+C+D] | Productivity is designed through filters (not-to-do lists), triggers (location/sound/routine), and hard-mode work sequencing, not willpower—applicable to ODIN's automation design and Brock's personal deep work blocks.
2026-05-25_How_to_Build_$1M_Business_That_Runs_Itself.txt | dan_martell | [A+B+D] | To build a $1M business that runs itself, align your team's personal 5-year dreams with your company vision, ruthlessly maintain cultural standards, and remove yourself by making people motivated to execute systems for their own benefit, not yours.
2026-05-25_How_to_Be_So_Productive_That_It_Makes_You_Dangerous.txt | dan_martell | [A+B+C+D] | Real productivity is doing less through ruthless deletion, time protection, and leverage (AI + delegation + systems)—not working harder; Brock should apply the calendar audit, camcorder method, and morning-planning framework to build ODIN faster while protecting his energy.
2026-05-25_How_To_Build_An_Award_Winning_Company.txt | dan_martell | [B+C+D] | Build products backwards from customers (not assumptions), co-create with them before building, and verify every feature claim with customer proof—not founder intuition.
2026-05-25_How_to_Build_$1M_Business_That_Runs_Itself.txt | dan_martell | [A+B+D] | To build a $1M business that runs itself, know your team's dreams, align them to the company vision, hire for that alignment, craft a high-standard culture, and measure success by growth when you're not working—not by activity when you are.
2026-05-25_How_to_Build_a_$100M_Startup_in_3_Years.txt | dan_martell | [A+B+C+D] | To build a $100M company in 3 years, solve a unique problem, achieve a sub-60-day CAC payback through pricing/terms/cost optimization, build teams that own outcomes, raise capital strategically, and create predictable, sellable systems—not a founder-dependent business.
2026-05-25_How_To_Build_An_Award_Winning_Company.txt | dan_martell | [B+C+D] | Build products by working backwards from the actual customer decision-maker, not your assumption—validate through co-creation with 6 target customers before investing effort or capital.
2026-05-25_How_to_Build_a_$100M_Startup_in_3_Years.txt | dan_martell | [A+B+C+D] | To build a $100M business in 3 years, solve a huge problem uniquely (product-market fit), achieve sub-60-day CAC payback through positive cash conversion cycles, build a high-caliber team, raise capital strategically, and engineer repeatability and predictability into your systems—because buyers pay multiples for documented, scalable engines, not genius founders.
2026-05-25_How_to_Build_a_$10M_Solo_AI_Business_(Zero_Code).txt | dan_martell | [A+B+C+D] | Build AI-powered one-person businesses by starting with painful problems customers already pay to solve, preselling manual solutions before automation, and designing systems (not hiring people) to scale.
2026-05-25_How_to_Build_a_Board_of_Advisors_for_Your_Business.txt | dan_martell | [B+C+D] | Build an informal 6-8 person Board of Advisors (not Directors) focused on filling your knowledge gaps; equity-align them with 0.25%-0.5% vesting or pay consulting rates—relationship capital compounds faster than money in multi-business operations.
2026-05-25_How_to_Build_a_$10M_Solo_AI_Business_(Zero_Code).txt | dan_martell | [A+B+C+D] | Build one-person AI businesses by identifying bottlenecks, solving them manually first to validate and profit, then automating with AI—this is the new business model that replaces hiring bodies, and Brock's ODIN platform is the perfect vehicle for running multiple portfolio companies this way.
2026-05-25_How_to_Build_a_Business_From_$0_to_$1M_(the_easy_way).txt | dan_martell | [B+C+D] | Choose high-margin business models (70%+), solve clear painkillers for rich customers, and design for fast cash conversion to achieve unlimited growth without external capital.
2026-05-25_How_to_Build_a_Board_of_Advisors_for_Your_Business.txt | dan_martell | [B+C+D] | Build a 6-8 person Board of Advisors (not Directors) to fill experience gaps for your ODIN portfolio over 3-5 years; compensate with equity (0.5-1%) or consulting fees, never upfront cash; relationships are your highest-ROI capital.
2026-05-25_How_to_Build_a_Business_That_Runs_Itself.txt | dan_martell | [A+B+D] | Businesses run without founders through three mechanisms: a clear northstar metric for alignment, the 10-80-10 delegation rule to stay out of execution, and leading-indicator dashboards that drive decisions by data not gut feel.
2026-05-25_How_to_Build_a_Business_From_$0_to_$1M_(the_easy_way).txt | dan_martell | [B+C+D] | Start businesses by picking high-margin models, solving real pain (not vitamins) for wealthy customers, and designing cash conversion cycles to grow without capital — foundational principles for ODIN's portfolio approach.
2026-05-25_How_to_Build_a_Business_That_Runs_Itself.txt | dan_martell | [A+B+C+D] | Build a business that runs without you by defining one northstar metric, using the 10-80-10 delegation rule, documenting via camcorder video SOPs, and managing by leading indicators — not just profit.
2026-05-25_How_to_Build_a_Challenge_Funnel.txt | dan_martell | [A+B+C+D] | Challenge Funnels are a powerful lead generation and activation mechanism that solve churn and adoption problems—directly applicable to ODIN as an embedded automation module and to any business Brock or Katelyn launches, combining presell validation with product onboarding into a single revenue-generating funnel.
2026-05-25_How_to_Build_a_High_Performing_Team.txt | dan_martell | [A+B+D] | Great leaders build people by asking Socratic questions to make problems their team's solutions, creating psychological safety through fun and connection, and focusing on outcomes rather than tasks—a framework directly applicable to scaling ODIN and building autonomous business systems.
2026-05-25_How_To_Build_a_Pipeline_of_Talented_A-Players.txt | dan_martell | [A+B+D] | Build a systematic hiring pipeline with clear 16-month role criteria, use video screening to eliminate low-intent candidates fast, and simulate actual work before hiring—because people quality directly determines whether your business runs without you.
2026-05-25_How_to_Build_a_Challenge_Funnel.txt | dan_martell | [A+B+C+D] | Challenge Funnels are compressed, paid 14-30 day outcome-driven programs that solve product adoption friction, reduce churn by 30%, double activation rates, and generate recurring leads—making them a perfect system for ODIN to automate across multiple portfolio businesses.
2026-05-25_How_To_Build_a_Powerful_Network.txt | dan_martell | [B+C+D] | Intentional relationship-building through in-person events, hosting dinners, and leveraging weak connections is the accelerant for business growth and opportunity discovery — not a nice-to-have, but foundational to scaling.
2026-05-25_How_to_Build_a_High_Performing_Team.txt | dan_martell | [A+B+D] | Leaders build people by making problems theirs (outcomes-based thinking), creating fun/safe team environments, and stretching without abandoning—and your own development is the ceiling for everyone you lead.
2026-05-25_How_To_Build_a_SaaS_Cancellation_System.txt | dan_martell | [A+B+C+D] | Build automated cancellation capture systems with three levers—remind customers of loss, offer alternatives aligned to their specific reason, and feed cancellation data into weekly product reviews—to reduce churn systematically and scale retention without founder involvement.
2026-05-25_How_To_Build_a_Pipeline_of_Talented_A-Players.txt | dan_martell | [A+B+D] | Build a hiring system with clear 16-month role definitions, continuous candidate pipelines, and early disqualifiers (video screening, work trials) to avoid wasting time and capital on bad hires.
2026-05-25_How_to_Build_a_Sales_Team.txt | dan_martell | [B+C+D] | Enterprise account management requires hiring industry veterans (not tech people) who speak the customer's language and can own expansion—with a high-value 'double whammy' being burnt-out senior salespeople transitioning into CSM roles.
2026-05-25_How_To_Build_a_Powerful_Network.txt | dan_martell | [B+C+D] | Building a powerful network through weak connections and in-person relationship investment is a compounding business growth engine—more valuable than any single optimization tactic.
2026-05-25_How_to_Build_a_Strong_Board_of_Directors_(With_These_5_Strategies).txt | dan_martell | [B+C+D] | Build small, purpose-driven boards (3–5 people) with value-adders who've succeeded where you're going, not functional experts; come prepared with decisions made, not questions asked; and use the Dream 100 framework to pre-build your network before you need it.
2026-05-25_How_To_Build_a_SaaS_Cancellation_System.txt | dan_martell | [A+B+C+D] | Build a three-part cancellation system (remind loss, align alternatives, capture why) as your core retention engine—essential for ODIN businesses and any high-churn model—to recover 10-20% of would-be churned revenue and feed product decisions via weekly feedback loops.
2026-05-25_How_To_Build_A_Successful_SaaS_5_Business_Functions_To_Master.txt | dan_martell | [A+B+C+D] | Master 5 core business functions (upsells, use cases, activation, product, product leadership) that apply universally across all businesses, enabling faster growth and portfolio scalability through disproportionate returns on specific levers like reducing time-to-first-value and strategic monetization.
2026-05-25_How_to_Build_a_Sales_Team.txt | dan_martell | [B+C+D] | Hire account managers from your customer's industry (not tech), prefer ex-salespeople transitioning away from quotas, and tie investment level to contract value — this is how B2B SaaS companies scale enterprise accounts without losing revenue.
2026-05-25_How_to_Build_Systems_(with_AI)_to_ACTUALLY_Achieve_Your_Goals.txt | dan_martell | [A+C+D] | Systems powered by AI replace willpower; clarity on five-year goals via structured ChatGPT dialogue enables alignment; the feeling of anxious-excitement validates direction without requiring certainty.
2026-05-25_How_to_Build_a_Strong_Board_of_Directors_(With_These_5_Strategies).txt | dan_martell | [A+B+C+D] | Strong boards are lean (3-5 people), composed of value-adders who've been where you want to go, and exist to challenge and oversee—not to run the business or provide free consulting.
2026-05-25_How_to_Build_the_Ultimate_Affiliate_Program.txt | dan_martell | [A+B+C+D] | Build affiliate programs as operationalized, high-leverage demand channels with competitive payouts, bulletproof offers, affiliate support, and dedicated ownership—turning partners into repeatable revenue without founder involvement.
2026-05-25_How_To_Build_A_Successful_SaaS_5_Business_Functions_To_Master.txt | dan_martell | [A+B+C+D] | Master 5 business functions (upsells, use cases, activation, product, and one more) that apply across all business types—especially critical when running a multi-spoke portfolio like Brock's ODIN platform.
2026-05-25_How_to_Build_Your_Dream_Business_(feat._Gary_Vee_&_Patrick_Bet-David).txt | dan_martell | [A+B+C+D] | Build one operating system that scales across multiple businesses, not multiple businesses with scattered tools—and commit to the long-term play, not the quick exit.
2026-05-25_How_to_Build_Systems_(with_AI)_to_ACTUALLY_Achieve_Your_Goals.txt | dan_martell | [A+B+C+D] | Build systems (not goals), clarify your 5-year destination with AI, visualize it daily, and let systems replace willpower—this is how founders scale without burning out.
2026-05-25_How_To_Buy_a_SaaS_Company_To_Grow_MRR_(Using_The_Bolt-On_Acquisition_Strategy).txt | dan_martell | [B+C+D] | Bolt-on acquisition strategy: map your vertical, go in asking for deals (most founders sell for non-monetary reasons), buy expert due diligence to uncover value levers, and finance acquisitions through acquired company cashflow—enabling founders to grow MRR and portfolio multiples without depleting capital.
2026-05-25_How_to_Build_the_Ultimate_Affiliate_Program.txt | dan_martell | [A+B+C+D] | Build affiliate programs as operationalized channels with competitive payouts (25-30% LTV), dedicated ownership, partner resources, and documented offer pages—they're the most scalable, capital-efficient demand generation for SaaS and service businesses.
2026-05-25_How_To_Buy_Back_Your_Time_&_Increase_Profit.txt | dan_martell | [A+B+D] | Hire for time-buyback capability (not capacity), calculate your hourly value to identify automation ROI, and recognize that unbuying your time is the psychological prerequisite for scaling without pain.
2026-05-25_How_to_Build_Your_Dream_Business_(feat._Gary_Vee_&_Patrick_Bet-David).txt | dan_martell | [A+C+D] | Sequencing (right order + right effort), operating system thinking (one backbone, many spokes), and honest self-audit on lifestyle alignment trump execution speed; mentors + peers compress learning; permission-seeking delays launches.
2026-05-25_How_to_Buy_Companies_and_Make_Millions_(Step-By-Step).txt | dan_martell | [A+B+C+D] | To scale a multi-business portfolio (like ODIN), use strict alignment filters (market durability, team trust, clear value-add), build a pipeline funnel to forecast deal flow, and choose flexible vehicles (holding company / bootstrap) that let you recycle capital across validated launches.
2026-05-25_How_To_Buy_a_SaaS_Company_To_Grow_MRR_(Using_The_Bolt-On_Acquisition_Strategy).txt | dan_martell | [B+C+D] | To grow MRR via bolt-on SaaS acquisitions, map your industry landscape strategically, directly ask founders if they'd exit, hire professional due diligence to remove fear and reveal optimization opportunities, and let the acquired business's cashflow finance the deal.
2026-05-25_How_to_Calculate_Your_Customer_Acquisition_Cost_(CAC)_in_3_Easy_Steps!.txt | dan_martell | [A+B+C] | Fully loaded CAC (marketing + sales expenses + salaries + overhead + tools ÷ new customers) is the metric that separates impression from reality—critical for Brock to build into ODIN to manage his portfolio of businesses honestly.
2026-05-25_How_To_Buy_Back_Your_Time_&_Increase_Profit.txt | dan_martell | [A+B+C+D] | Hire for capability (not capacity) by calculating your Effective Hourly Rate, outsourcing tasks below 25% of that rate, and structuring roles to free founder time for high-value revenue work — the core principle behind building a business that doesn't consume the founder.
2026-05-25_How_to_Change_Your_Life_in_30_Days.txt | dan_martell | [A+B+C+D] | Focus beats multitasking: pick one 30-day outcome with two supporting habits, protect 90-minute deep work blocks, enforce daily non-negotiables (body/mind/business), and eliminate excuses by naming them. Build these as ODIN automation, apply to new business launches, and compound momentum through weekend skill development.
2026-05-25_How_to_Buy_Companies_and_Make_Millions_(Step-By-Step).txt | dan_martell | [A+B+C+D] | Use a holding company structure with three alignment filters (market, trust, value) and a disciplined pipeline funnel to acquire and scale multiple durable businesses without founder dependence.
2026-05-25_How_To_Close_SaaS_Customers_Using_Online_Chat.txt | dan_martell | [A+B+C+D] | Systematize your chat-to-close sequences into repeatable frameworks (mapping flow, greaser questions, managed handoffs) to build scalable, automatable sales without founder dependency.
2026-05-25_How_to_Calculate_Your_Customer_Acquisition_Cost_(CAC)_in_3_Easy_Steps!.txt | dan_martell | [A+B+C] | Know the difference between CPA and fully-loaded CAC, calculate it as (Marketing + Sales Expenses) / New Customers, and include all overhead—or investors will catch you unprepared.
2026-05-25_How_To_Collect_Customer_Feedback_Without_Committing_To_SaaS_Product_Roadmap.txt | dan_martell | [A+B+C] | Separate customer feedback collection from product commitment by training teams to seek 'advice' (no decision made) instead of 'feedback' (decision already made), protect roadmap from vocal minority influence, and create wow moments by logging customer names in tickets and circling back when features ship.
2026-05-25_How_to_Change_Your_Life_in_30_Days.txt | dan_martell | [A+B+D] | Win in 30 days by eliminating multitasking (one goal + two habits), protecting deep work, building daily non-negotiables (body/mind/business), and naming excuses to kill them—then scale this rhythm across ODIN-powered businesses.
2026-05-25_How_to_Conduct_a_1_on_1_Meeting_With_Your_Direct_Reports.txt | dan_martell | [A+B+D] | Structured 1-on-1 meetings using CIAF (Connection, Inspiration, Alignment, Feedback) with an @agenda system prevent underperformance, turnover, and misalignment across teams.
2026-05-25_How_To_Close_SaaS_Customers_Using_Online_Chat.txt | dan_martell | [A+B+C+D] | Systematize chat-to-close sequences into repeatable, scalable workflows to build reliable pipelines without relying on founder sales ability—especially critical for ODIN-powered businesses.
2026-05-25_How_To_Create_a_Business_That_Gives_Back_To_The_World.txt | dan_martell | [B+D] | When founders hit their financial targets, pure growth stops driving motivation—purpose alignment (impact/giving) becomes the missing lever that sustains long-term energy and creates unfair competitive advantage.
2026-05-25_How_To_Collect_Customer_Feedback_Without_Committing_To_SaaS_Product_Roadmap.txt | dan_martell | [A+B+C+D] | Collect customer feedback without committing to product roadmap by: (1) selecting early adopters, (2) building a curated advisory board, (3) avoiding vocal minorities, (4) asking for 'advice' not 'feedback', and (5) logging names and circling back after launch to create wow moments.
2026-05-25_How_to_Create_a_Content_Strategy_That_Attracts_High_Quality_Prospects.txt | dan_martell | [B+C+D] | To attract high-quality prospects, lock in your Ideal Customer Profile, map their 5 core frustration flows, and create 10 education-based teaching pieces per frustration (50/year) using customer language—this is the minimum effective dose for content marketing that converts.
2026-05-25_How_To_Create_a_Fundraising_Story_For_Your_Startup.txt | dan_martell | [B+C] | Create a fundraising narrative by controlling launch timing (private beta before public), sequencing customer rollout and partnerships strategically 3 months pre-pitch, and spending 6 weeks pre-marketing to connect with industry-aligned investors before formal pitching.
2026-05-25_How_to_Conduct_a_1_on_1_Meeting_With_Your_Direct_Reports.txt | dan_martell | [A+B+D] | Implement CIAF framework and @agenda docs as core delegation systems to maintain alignment and catch performance issues before they cascade across your multi-business portfolio.
